# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0358837732079	0.0461475531757	0.0584929577465	0.0339628467041	0.0461670973299	0.0407887177777	0.0221271337696	0.0241360629562	0.0295770936718	0.0223448017951	0.0275305680235	0.0406705834684	0.031660692951	0.0868241209589	0.0250874025126	0.0135337541457	0.0167737271846	0.0357116396236	0.0353292926006	0.0274198769828	0.018840920676	0.0109076930469	0.0175114811794	0.0187829567761	0.0192861057824	0.0168049792531	0.0535202436403
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.000166514028807	0.000260300461104	0.000464788732394	0.000566047445068	0.000387596899225	0.000277978540057	0.000343233719281	0.00054174270073	0.000153704272979	0.00014023934181	0.000541711809317	0.000126620745543	0.00037037037037	0.000672780708898	0.000371380639543	0.000320958596341	0.000131429791848	0.000703860117063	0.000427124435586	0.000258983489803	0.000529349488295	0.00038441208976	0.000278981930555	0.000346406989723	6.85119210743e-05	0.000622406639004	0.000313507703332
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.00815918741154	0.00475977986018	0.00267605633803	0.00704986363402	0.00559862187769	0.00563369841182	0.00256281177063	0.00691434762774	0.00193228228888	0.00236069558714	0.00408218542021	0.00157009724473	0.00389486260454	0.00973761552353	0.00175445336612	0.00500160479298	0.000936437266917	0.00377861747055	0.00465769027377	0.00352865004856	0.00513665059013	0.00535774350103	0.0030258809391	0.00142411762442	0.00174705398739	0.00269709543568	0.00703152991759
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0520356340022	0.04953145917	0.0371830985915	0.0569134976586	0.0763996554694	0.0688645503234	0.0323783808521	0.0527486313869	0.0348908699662	0.0319511967091	0.047032193159	0.0639181523501	0.0505854241338	0.0701108317694	0.032617465135	0.0428479726115	0.0234437891209	0.054567681707	0.0493430419396	0.0386694723211	0.0594831980551	0.0541300273894	0.033070088845	0.0362572649244	0.0162715812551	0.0703319502075	0.0600143317807
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__	0.00857547248356	0.00933363081957	0.0151690140845	0.00800185251891	0.00645994832041	0.00839495190971	0.0219898402819	0.00774121806569	0.0159852443898	0.0152159685864	0.00849326729608	0.0124594813614	0.0100119474313	0.00757763535286	0.00704342592237	0.00877286829999	0.0109579588953	0.0154849225754	0.00687466948704	0.0132890903205	0.00682272673803	0.00651097977031	0.0105798532126	0.0094684577191	0.0124006577144	0.00663900414938	0.0139734862057
k__Bacteria;p__Chloroflexi;c__S085;o__	0.00191491133128	0.00234270414993	0.00177464788732	0.000746153450316	0.000861326442722	0.000500361372102	0.00144158162098	0.00054174270073	0.00162487374292	0.00210359012715	0.00158644172729	0.0020765802269	0.000704898446834	0.000779009241882	0.00110133568968	0.000454691344817	0.00266145328492	0.00103726754094	0.000772891835822	0.00142440919391	0.00145080970866	0.0007207726683	0.000343362376068	0.00100073130364	0.0035968758564	0.00248962655602	0.00103009673952
k__Bacteria;p__Chloroflexi;c__TK10;o__	0.00024977104321	0.00230551836978	0.00176056338028	0.00115782431946	0.000430663221361	0.00116750986824	0.000800878678321	0.0030223540146	0.00122963418383	0.000537584143605	0.000967342516638	0.00017726904376	0.000442054958184	0.00300980843455	0.000332961952694	0.00213972397561	0.000558576615354	0.00081499592502	0.00176951551885	0.000372288766591	0.00139199309885	0.00110518475806	0.0010300871282	0.000461875986298	0.00023979172376	0.00186721991701	0.000358294518094
k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48	0.00108234118725	0.00148743120631	0.0022676056338	0.000540318015746	0.00193798449612	0.00103778654955	0.000617820694705	0.000370666058394	0.000812436871459	0.00074794315632	0.000580405509983	0.00124088330632	0.000812425328554	0.00177047554973	0.000371380639543	0.000133732748475	0.000295717031658	0.00188930873527	0.000976284424196	0.000372288766591	0.000509743951692	0.00081687569074	0.000472123267093	0.000654324313922	0.000753631131817	0.000622406639004	0.000671802221426
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0152360336358	0.00635876840696	0.0108028169014	0.00434827355529	0.00211024978467	0.00279831730324	0.00260857626653	0.00561701642336	0.0100127354969	0.00472139117427	0.00396610431822	0.00113958670989	0.00290322580645	0.00414291278637	0.00607015252219	0.0217716914518	0.013882271764	0.00318589316144	0.0105357360778	0.0088216251214	0.00343096890562	0.00559800105713	0.00615906262071	0.00873715407413	0.0175047958345	0.0300829875519	0.00416517377284
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	0.0183165431688	0.0189275621003	0.0554225352113	0.0119127257757	0.0141688199828	0.00804284575897	0.00780284655165	0.0285127737226	0.0169953010408	0.0217604712042	0.0226358148893	0.016789910859	0.0132974910394	0.0107644913424	0.00596770269059	0.00390499625548	0.0206344773201	0.00640883159221	0.00656958060448	0.0380220135966	0.0143316472572	0.0322425640286	0.0144212197948	0.0285593318194	0.0985886544259	0.00414937759336	0.0155410247223
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290	0.00108234118725	0.00200803212851	0.00145070422535	0.00164668347656	0.00163652024117	0.00170493504568	0.00100681890989	0.00128307481752	0.00149312722322	0.00065445026178	0.00133493267296	0.00126620745543	0.00142174432497	0.00166424701675	0.000845211110684	0.000615170642987	9.85723438861e-05	0.00218567088983	0.00130171256559	0.000971188086759	0.0044112457358	0.00281101340637	0.00055796386111	0.000423386320773	0.000787887092354	0.00477178423237	0.000895736295235
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	0.00291399550412	0.000223114680946	0.000732394366197	0.00210981320434	0.00099052540913	0.0011304460629	0.00183057983616	0.000555999087591	0.000966141144438	0.00056095736724	0.00172186967962	0.00141815235008	0.00136200716846	0.000779009241882	0.00113975437653	0.00181876537927	3.2857447962e-05	0.00081499592502	0.000264410364886	0.000809323405633	0.00396031839391	0.00297919369564	0.000600884158118	0.000423386320773	0.000376815565908	0.000829875518672	8.95736295235e-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales	0.00166514028807	0.00974267440131	0.011	0.00977718314208	0.0147717484927	0.0045773799596	0.0104114228182	0.00963731751825	0.00779500241535	0.0130422587883	0.0121111283083	0.0100536871961	0.00906810035842	0.00867533019369	0.00995043989396	0.000668663742377	0.0151637122345	0.00877972882863	0.00846113167636	0.0140012949174	0.0044112457358	0.0045648935659	0.0104296321731	0.0153573765444	0.0176075637161	0.00311203319502	0.0100322465066
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales	0.000999084172842	0.000594972482523	0.000521126760563	0.000385941439819	0.000473729543497	0.000667148496136	0.00022882247952	0.000142563868613	0.000461112818936	0.00037397157816	0.000328896455657	0.000329213938412	0.000334528076464	0.00208916114868	0.000563474073789	0.000561677543597	8.2143619905e-05	0.000852041194339	0.00178985477769	0.00137584978958	0.000313688585657	0.00036038633415	0.000686724752135	0.000230937993149	0.000274047684297	0.000414937759336	0.000716589036188
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales	0.00224793938889	0.00736278447122	0.0037323943662	0.00355066124633	0.00137812230835	0.000852467522841	0.000777996430369	0.00253763686131	0.00136138070353	0.00149588631264	0.00415957282154	0.000861021069692	0.00129032258065	0.006621578556	0.000832404881734	0.00839841660426	0.000262859583696	0.00192635400459	0.00227799698979	0.00181288442862	0.00237226992903	0.00233049829417	0.00126614876175	0.000461875986298	0.000822143052891	0.00290456431535	0.00134360444285
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.111980684373	0.0654469730775	0.0681408450704	0.118432563166	0.0717915590009	0.0753321843554	0.0857169008283	0.071652600365	0.0986781432524	0.0889818623785	0.0817017489553	0.0911416126418	0.0778136200717	0.0486172585957	0.0936775647675	0.0873542313042	0.0940380160673	0.075461213603	0.071309441484	0.0721592748462	0.0926557659883	0.103142568834	0.0906476672819	0.120549632424	0.0599821869005	0.159543568465	0.10533858832
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.00591124802265	0.0124572363528	0.00984507042254	0.0101116657233	0.0182601205857	0.00763514390022	0.0146675209373	0.00719947536496	0.00983707347064	0.0117099850411	0.0145294845999	0.0256280388979	0.0157347670251	0.00768386388584	0.00786302457515	0.00115010163689	0.00805007475069	0.00903904571386	0.00665093763983	0.00992230495306	0.0170176057719	0.00694344337129	0.00699600841238	0.00669720180132	0.00918059742395	0.0300829875519	0.0130777499104
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0147364915494	0.00881302989737	0.0101971830986	0.0160808933258	0.0153316106804	0.00479976279165	0.00871813646973	0.00661496350365	0.00641166395854	0.0064743829469	0.0160965794769	0.00554598865478	0.009486260454	0.00871073970468	0.00564754696684	0.00395848935487	0.00537219274179	0.0106319922946	0.00410853028516	0.00721916477825	0.0220366231424	0.0117485944933	0.00654534529379	0.0046572495285	0.00791312688408	0.00829875518672	0.0108831959871
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.0151527766214	0.00747434181169	0.00925352112676	0.0137652446869	0.0182170542636	0.0126572895239	0.0166353942611	0.00758439781022	0.00999077774362	0.0123644353029	0.011395294846	0.0146626823339	0.0191039426523	0.0182358981622	0.0152137999923	0.0195784743768	0.0078693587869	0.025079647329	0.00990521905382	0.0208157979929	0.0114888444497	0.00475709961078	0.0130906905876	0.0134713829337	0.0050698821595	0.0282157676349	0.0193031171623
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067	0.00674381816668	0.00141305964599	0.0040985915493	0.00334482581176	0.00689061154177	0.00622671929727	0.00512562354126	0.0041628649635	0.00267884590049	0.00397344801795	0.00526234329051	0.00232982171799	0.00703703703704	0.00626748344605	0.00386748114283	0.0134000213972	0.000345003203601	0.0144847003038	0.0051661717447	0.00492068630625	0.00684233227463	0.00518956321176	0.00538649727456	0.00180901427967	0.00215812551384	0.0045643153527	0.00967395198853
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44	0.0145699775206	0.000966830284099	0.000732394366197	0.00694694591674	0.000301464254953	5.55957080113e-05	6.86467438561e-05	0.00682880930657	0.000417197312371	0.000210359012715	0.00947995666306	7.59724473258e-05	0.000537634408602	0.00665698806699	6.40311447488e-05	5.34930993902e-05	1.6428723981e-05	0.000629769578425	0.000406785176748	0.000194237617352	0.00741089283614	0.0141511700543	4.29202970085e-05	7.69793310496e-05	0.000924910934503	0.0246887966805	0.00438910784665
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1	0.0151527766214	0.00732559869106	0.0165352112676	0.0125559615088	0.0119724375538	0.00644910212932	0.00569767974006	0.0103358804745	0.00531377629441	0.00923242333583	0.0114726822473	0.023551458671	0.00765830346476	0.013561842711	0.00475111094036	0.00936129239328	0.0188766038542	0.0147069719197	0.00854248871171	0.00644221430884	0.00782260910481	0.0284224688866	0.00579424009614	0.0145875832339	0.0132913126884	0.00871369294606	0.0158097456109
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	0.000832570144035	0.000223114680946	0.00304225352113	0.00141511861267	0.0166666666667	0.0101184188581	0.00807743352707	0.00287979014599	0.00223969083483	0.00754955123411	0.00524299644018	0.0199047811994	0.0140740740741	0.000389504620941	0.0104370765941	0.00441318069969	0.00427146823506	0.0124842557605	0.00658991986332	0.00501780511492	0.00162725953809	0.00182595742636	0.0100218893515	0.00712058812209	0.00095916689504	0.00228215767635	0.00452346829094
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.0161518607943	0.0072884129109	0.00835211267606	0.0061750630371	0.0165374677003	0.00657882544801	0.0120131801748	0.0132441833942	0.00737780510298	0.0128318997756	0.0146068720012	0.0239566450567	0.0218040621266	0.00874614921568	0.00710745706712	0.0136942334439	0.00460004271468	0.0125583462992	0.00872554204125	0.0117513758498	0.0143316472572	0.0141511700543	0.00736083093695	0.00908356106385	0.00702247191011	0.0101659751037	0.00859906843425
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	0.0325534926318	0.0631414547077	0.0464647887324	0.0340914938507	0.0434539190353	0.0240358777636	0.0205940231568	0.0456632071168	0.04334460498	0.036181750187	0.0367590156323	0.0199047811994	0.0224611708483	0.0343826351758	0.0361007594094	0.0117417353161	0.0634805894626	0.0251166925984	0.035776756295	0.0530430560052	0.0437203466259	0.0290711642881	0.035366324735	0.0526153727724	0.119039462867	0.0153526970954	0.0321121461842
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales	0.00141536924486	0.00237988993009	0.00164788732394	0.000926259455565	0.0010766580534	0.00135282889494	0.000366115967233	0.00165374087591	0.0012735496904	0.0009349289454	0.00328896455657	0.000886345218801	0.00142174432497	0.00474487447328	0.000806792423835	0.000454691344817	0.000525719167392	0.0025190783137	0.0016881584835	0.000453221107154	0.00150962631847	0.00115323626928	0.00163097128632	0.000230937993149	0.00171279802686	0.000829875518672	0.00326943747761
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.000166514028807	0.00621002528633	0.00123943661972	0.00128647146606	0.00258397932817	0.00103778654955	6.86467438561e-05	0.00205291970803	0.00155900048307	0.0009349289454	0.00597817675282	0.00276033225284	0.00063321385902	0.0026203038136	0.00139587895552	0.00010698619878	8.2143619905e-05	0.00377861747055	0.00148476589513	0.000615085788281	0.00641101046936	0.00297919369564	0.0015022103953	0.000461875986298	0.00215812551384	0.00228215767635	0.00403081332856
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	0.0136541503622	0.00669344042838	0.0135774647887	0.0294859260022	0.00508182601206	0.00298363632994	0.00496544780559	0.0104641879562	0.00518202977471	0.00500186985789	0.0181086519115	0.0103829011345	0.00401433691756	0.0120746432492	0.00639030824593	0.00205948432652	0.00507647571013	0.0125213010299	0.00663059838099	0.00417610877307	0.027447751245	0.0146076594109	0.00358384480021	0.00623532581502	0.0100027404768	0.0219917012448	0.0134808312433
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0511198068437	0.0315335415737	0.034985915493	0.0533885658416	0.0585271317829	0.0386204851652	0.0410965173219	0.0314353330292	0.0289842343331	0.0320680628272	0.047032193159	0.0372771474878	0.0477299880526	0.0510251053433	0.0400066592391	0.0331122285225	0.027665971184	0.047714306883	0.0336004555994	0.0350275169958	0.0454260283104	0.0403872951804	0.0336709730031	0.0297910011162	0.0526856673061	0.0460580912863	0.0698226442135
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales	0.0176504870535	0.00989141752194	0.0056338028169	0.0093140534143	0.00478036175711	0.00963658938863	0.00350098393666	0.0108348540146	0.00665319924465	0.00733919222139	0.010989010989	0.00503950567261	0.00832735961768	0.0110831769413	0.00477672339826	0.0155129988232	0.00246430859715	0.0083351855968	0.00951877313591	0.00705730009712	0.00613653295691	0.0155206381241	0.00630928366024	0.00315615257303	0.00558372156755	0.0265560165975	0.0105696882838
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.000749313129631	0.000892458723784	0.00133802816901	0.00144084804199	0.00353143841516	0.00418821000352	0.00267722301039	0.000912408759124	0.00155900048307	0.00252430815258	0.00166382912862	0.00516612641815	0.00383512544803	0.00272653234659	0.00204899663196	0.000213972397561	0.00184001708587	0.00466770393421	0.00402717324981	0.000874069278084	0.00099988236678	0.00067272115708	0.00126614876175	0.00142411762442	0.00178130994793	0.00207468879668	0.0030455034038
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales]	0.0206477395721	0.0185185185185	0.0281971830986	0.0143312921319	0.0310938845823	0.0279831730324	0.0111207725047	0.0236513458029	0.0157437091037	0.022601907255	0.0190179538771	0.0712621555916	0.0304301075269	0.0326829786481	0.0174548900585	0.0125708783567	0.0129294057731	0.0197080832778	0.0370174510841	0.021414697313	0.0119593773282	0.0187400893758	0.0143353792008	0.0127400792887	0.0159290216498	0.0387966804979	0.0206019347904
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]	0.205062026476	0.146883831623	0.135323943662	0.213940204806	0.0545650301464	0.281406942051	0.0745961283236	0.256999885949	0.129924026174	0.1185723635	0.165957282154	0.0878494732577	0.21284348865	0.121348394179	0.137884667102	0.388199422275	0.143554190146	0.0979106468104	0.200626449172	0.130851408223	0.187291691174	0.242443899861	0.365788231255	0.113082637312	0.0341874486161	0.122821576763	0.0898871372268
